ID,title,seller_title,additional_details,cache_price,cancellation,city,cms_activity_type,country,day_time,description,duration,ending_point,exclusions,highlights,images,inclusions,pickup_instructions,starting_point,tags,transfer,travel_group,travel_theme,type
TRA_57796,Universal Studios Japan Express Pass(7 - Minecart & Selection ticket),Universal Studios Japan Express Pass(7 - Minecart & Selection ticket)," Note: Express Pass price and time slot vary per date. For attractions without the time specified, you are able to join once during the selected date",,Non-Refundable,Osaka,ACTIVITY_WITH_ONLY_TICKET,Japan,,"Make the most out of your time at Universal Studios Japan with the Express™ Pass! When combined with a park entry pass, this Express Pass allows you to effortlessly bypass lines at the rides and attractions in Universal Studios Osaka. Take your pick from a range of passes designed to skip queues at the theme park's most sought-after attractions, including Mario Kart: Koopa's Challenge, Yoshi's Adventure, Harry Potter and the Forbidden Journey, Flight of the Hippogriff, Despicable Me Minion Mayhem, The Flying Dinosaur, and Mario Kart: Koopa's Challenge™! Tailored for families seeking a day filled with excitement rather than standing in lines, this pass ensures that your visit to Universal Studios Japan is focused on thrilling experiences, not waiting around. Guarantee that the kids remember the rides, not the waits, during their Universal Studios Japan adventure.
Make the most out of your time at Universal Studios Japan with the Express™ Pass! When combined with a park entry pass, this Express Pass allows you to effortlessly bypass lines at the rides and attractions in Universal Studios Osaka. Take your pick from a range of passes designed to skip queues at the theme park's most sought-after attractions, including Mario Kart: Koopa's Challenge, Yoshi's Adventure, Harry Potter and the Forbidden Journey, Flight of the Hippogriff, Despicable Me Minion Mayhem, The Flying Dinosaur, and Mario Kart: Koopa's Challenge™!
Tailored for families seeking a day filled with excitement rather than standing in lines, this pass ensures that your visit to Universal Studios Japan is focused on thrilling experiences, not waiting around. Guarantee that the kids remember the rides, not the waits, during their Universal Studios Japan adventure.",,,"Other personal expenses
Universal Studios Japan Ticket(Must be purchased separately)",,"[{img_url=TRA_57796, img_alt=Universal Studios Japan Express Pass(7 - Minecart & Selection ticket)}]","1 Universal Express Pass 7 - Minecart & Selection ticket(s)
1 The Area Timed Entry Ticket: Super Nintendo World™
Admission to: Mario Kart: Koopa's Challenge™ (time-designated)
Admission to: Yoshi's Adventure (time-designated)
Admission to: Mine Cart Madness (time-designated)
Admission to: Harry Potter and the Forbidden Journey™
Admission to: Flight of the Hippogriff™ (time-designated)
Admission to: [Choose One] The Flying Dinosaur OR Despicable Me: Minion Mayhem
Admission to: [Choose One] JAWS™ OR Jurassic Park - The Ride™",,,Tickets & Attraction Passes,none,"Family, Couple","CULTURE, ADVENTURE, THRILL_SEEKER",
TRA_57797,Universal Studios Japan Express Pass( 4 - Flying Dinosaur & Jurassic Park),Universal Studios Japan Express Pass( 4 - Flying Dinosaur & Jurassic Park)," Note: Express Pass price and time slot vary per date. For attractions without the time specified, you are able to join once during the selected date",,Non-Refundable,Osaka,ACTIVITY_WITH_ONLY_TICKET,Japan,,"Make the most out of your time at Universal Studios Japan with the Express™ Pass! When combined with a park entry pass, this Express Pass allows you to effortlessly bypass lines at the rides and attractions in Universal Studios Osaka. Take your pick from a range of passes designed to skip queues at the theme park's most sought-after attractions, including Mario Kart: Koopa's Challenge, Yoshi's Adventure, Harry Potter and the Forbidden Journey, Flight of the Hippogriff, Despicable Me Minion Mayhem, The Flying Dinosaur, and Mario Kart: Koopa's Challenge™! Tailored for families seeking a day filled with excitement rather than standing in lines, this pass ensures that your visit to Universal Studios Japan is focused on thrilling experiences, not waiting around. Guarantee that the kids remember the rides, not the waits, during their Universal Studios Japan adventure.
Make the most out of your time at Universal Studios Japan with the Express™ Pass! When combined with a park entry pass, this Express Pass allows you to effortlessly bypass lines at the rides and attractions in Universal Studios Osaka. Take your pick from a range of passes designed to skip queues at the theme park's most sought-after attractions, including Mario Kart: Koopa's Challenge, Yoshi's Adventure, Harry Potter and the Forbidden Journey, Flight of the Hippogriff, Despicable Me Minion Mayhem, The Flying Dinosaur, and Mario Kart: Koopa's Challenge™!
Tailored for families seeking a day filled with excitement rather than standing in lines, this pass ensures that your visit to Universal Studios Japan is focused on thrilling experiences, not waiting around. Guarantee that the kids remember the rides, not the waits, during their Universal Studios Japan adventure.",,,"Other personal expenses
Universal Studios Japan Ticket(Must be purchased separately)
The Area Timed Entry Ticket: Super Nintendo World™",,"[{img_url=TRA_57797, img_alt=Universal Studios Japan Express Pass( 4 - Flying Dinosaur & Jurassic Park)}]","1 Universal Express Pass 4 - Flying Dinosaur & Jurassic Park
Admission to: Harry Potter and the Forbidden Journey™
Admission to: Flight of the Hippogriff™ (time-designated)
Admission to: [Choose One] The Flying Dinosaur OR Space Fantasy - The Ride
Admission to: [Choose One] JAWS™ OR Jurassic Park - The Ride",,,Tickets & Attraction Passes,none,"Family, Couple","CULTURE, ADVENTURE, RELAXATION",
TRA_57798,Tokyo round trip Nikko 10-hour car service - customizable itinerary,Tokyo round trip Nikko 10-hour car service - customizable itinerary,,,D-2,Tokyo,ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,Tokyo round trip Nikko 10-hour car service - customizable itinerary,,,"Tour guide
Admission to All attractions/Fuji Five Lakes toll
Tips and gratuities
Daily car usage is 10 hours (starting from when the passenger is picked up). Overtime will require payment to the driver of JPY 2500/30 minutes (less than 30 minutes will be charged as 30 minutes).
The departure location for chartered car products is Tokyo. If departing from other locations, the service time will be deducted by the transportation time from Tokyo to the designated location. (Example: If departing from a hotel in Mount Fuji, touring around, and then returning to Tokyo, the overall service time will be 8 hours.)
The departure location for chartered car products is Tokyo. If departing from other locations, the service time will be deducted by the transportation time from Tokyo to the designated location. (Example: If departing from a hotel in Mount Fuji, touring around, and then returning t",,"[{img_url=TRA_57798, img_alt=Tokyo round trip Nikko 10-hour car service - customizable itinerary}]","Chinese-speaking professional driver/guide
English-speaking professional driver/guide
Round-trip transfers to and from your hotel
Toll fees
Parking fees
Fuel fees",,,Tour & activities,private,"Family, Friend, Couple, Solo","CULTURE, MOUNTAIN",
TRA_57799,10-hour round trip car service from Tokyo to Mount Fuji - Customizable itinerary,10-hour round trip car service from Tokyo to Mount Fuji - Customizable itinerary,,,D-2,Tokyo,ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,10-hour round trip car service from Tokyo to Mount Fuji - Customizable itinerary,,,"Tour guide
Admission to All attractions/Fuji Five Lakes toll
Tips and gratuities
Daily car usage is 10 hours (starting from when the passenger is picked up). Overtime will require payment to the driver of JPY 2500/30 minutes (less than 30 minutes will be charged as 30 minutes).
The departure location for chartered car products is Tokyo. If departing from other locations, the service time will be deducted by the transportation time from Tokyo to the designated location. (Example: If departing from a hotel in Mount Fuji, touring around, and then returning to Tokyo, the overall service time will be 8 hours.)
Travelers going to the 5th Station of Mount Fuji must pay the toll for the Fuji Subaru Line in cash on site. Standard car: 2,800 yen.",,"[{img_url=TRA_57799, img_alt=10-hour round trip car service from Tokyo to Mount Fuji - Customizable itinerary}]","Chinese-speaking professional driver/guide
English-speaking professional driver/guide
Round-trip transfers to and from your hotel
Toll fees
Parking fees
Fuel fees",,,Tour & activities,private,"Family, Friend, Couple, Solo","CULTURE, NIGHT_LIFE, MOUNTAIN",
TRA_57800,10-hour car service in Tokyo,10-hour car service in Tokyo - Customizable itinerary,,,D-2,Tokyo,ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,10-hour car service in Tokyo - customizable itinerary,,,"Tour guide
Admission to All attraction tickets
Tips and gratuities
Daily car usage is 10 hours (starting from when the passenger is picked up). Overtime will require payment to the driver of JPY 2500/30 minutes (less than 30 minutes will be charged as 30 minutes).
The departure location for chartered car products is Tokyo. If departing from other locations, the service time will be deducted by the transportation time from Tokyo to the designated location. (Example: If departing from a hotel in Mount Fuji, touring around, and then returning to Tokyo, the overall service time will be 8 hours.)",,"[{img_url=TRA_57800, img_alt=10-hour car service in Tokyo - Customizable itinerary}]","Chinese-speaking professional driver/guide
English-speaking professional driver/guide
Round-trip transfers to and from your hotel
Toll fees
Parking fees
Fuel fees",,,Tour & activities,private,"Family, Friend, Couple, Solo","CULTURE, MOUNTAIN",
TRA_57801,Tokyo Private Customizable Full-Day Tour,Tokyo Private Customizable Full-Day Tour,,,D-1,Tokyo,ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Customize a private and personalized sightseeing tour of tantalizing Tokyo Travel in a comfortable, air conditioned vehicle with an English-speaking driver! Explore the bustling Shibuya, Shinjuku, Akhibara and Gonza districts or escape the Tokyo hustle in the gardens of the Imperial Palace or Senso-ji Temple Design your own itinerary and timetable, making only the stops you want to see!
Customize a private and personalized sightseeing tour of tantalizing Tokyo
Travel in a comfortable, air conditioned vehicle with an English-speaking driver! Explore the bustling Shibuya, Shinjuku, Akhibara and Gonza districts or escape the Tokyo hustle in the gardens of the Imperial Palace or Senso-ji Temple
Design your own itinerary and timetable, making only the stops you want to see!",,,"Meals and beverages
Other personal expenses",,"[{img_url=TRA_57801, img_alt=Tokyo Private Customizable Full-Day Tour}]","Round-trip transfers to and from your hotel
Insurance provided by the operator
English-speaking driver",,,Tour & activities,private,"Family, Friend, Couple, Solo","CITY, CULTURE, HISTORY",
TRA_57802,The Sumo Hall Hirakuza Osaka admission ticket (Osaka),The Sumo Hall Hirakuza Osaka admission ticket (Osaka),,,Non-Refundable,Osaka,ACTIVITY_WITH_ONLY_TICKET,Japan,,"THE SUMO HALL HIRAKUZA OSAKA offers two exciting programs: the “Sumo Show,” an all-new entertainment experience that fuses sumo with sound, lighting, and visuals like never before, and the “Sumo Workshop Experience,” where you can step into the ring and try real sumo training for yourself. Please note: This is not an official sumo event, but an experiential sumo-themed entertainment show.
THE SUMO HALL HIRAKUZA OSAKA offers two exciting programs: the “Sumo Show,” an all-new entertainment experience that fuses sumo with sound, lighting, and visuals like never before, and the “Sumo Workshop Experience,” where you can step into the ring and try real sumo training for yourself.
Please note: This is not an official sumo event, but an experiential sumo-themed entertainment show.",,,Other personal expenses,,"[{img_url=TRA_57802, img_alt=THE SUMO HALL HIRAKUZA OSAKA admission ticket (Osaka)}]","1 THE SUMO HALL HIRAKUZA OSAKA admission ticket(s)
Souvenir
Lunch box +1 drink (Halal & vegan lunch box option available for additional fee of JPY2,000. Purchase can be made from the link on the voucher after booking. If you wish to make a change, please purchase via the  at the bottom of the voucher after completing your reservation)",,,Tickets & Attraction Passes,none,"Family, Friend, Couple, Solo",SHOPPING,
TRA_57805,Sagano Romantic Train Ticket(Saga to Kameoka),Sagano Romantic Train Ticket(Saga to Kameoka),,,D-1,Kyoto,ACTIVITY_WITH_ONLY_TICKET,Japan,,"You simply can't miss one of the amazing train journeys in Japan, the Sagano Romantic Train. 25-minute route from Saga torokko station to Kameoka torokko Station, the Sagano Romantic Train offers the absolutely breathtaking scenery along the way. Cherry blossom in the spring; lush field in the summer; Japanese maple leaves in the autumn; and perhaps snow in the winter. Also, you will get the best view of the magnificent Hozugawa River.",,,Other personal expenses,,"[{img_url=TRA_57805, img_alt=Sagano Romantic Train Ticket(Saga to Kameoka)}]",One-way transfer ticket,,,Tickets & Attraction Passes,none,Couple,"ROMANTIC, SNOW",
TRA_57806,Sagano Romantic Train Ticket (Kameoka to Saga)),Sagano Romantic Train Ticket (Kameoka to Saga)),,,D-2,Kyoto,ACTIVITY_WITH_ONLY_TICKET,Japan,,"You simply can't miss one of the amazing train journeys in Japan, the Sagano Romantic Train. 25-minute route from Saga torokko station to Kameoka torokko Station, the Sagano Romantic Train offers the absolutely breathtaking scenery along the way. Cherry blossom in the spring; lush field in the summer; Japanese maple leaves in the autumn; and perhaps snow in the winter. Also, you will get the best view of the magnificent Hozugawa River.",,,Other personal expenses,,"[{img_url=TRA_57806, img_alt=Sagano Romantic Train Ticket (Kameoka to Saga))}]",One-way transfer ticket,,,Tickets & Attraction Passes,none,Couple,"ROMANTIC, SNOW",
TRA_57807,Osaka: Sumo Experience with Live Show & Audience Challenge(Ticket),Osaka: Sumo Experience with Live Show & Audience Challenge(Ticket),,,D-1,Osaka,ACTIVITY_WITH_ONLY_TICKET,Japan,,"Sumo is considered Japan’s national sport, and some even say its history is older than Japan itself. It began as a Shinto ritual, inherited the spirit of Bushido, and still remains a vibrant part of Japanese culture today. In this show, you’ll experience the power, tradition, and excitement of sumo up close. We’ll guide you through its rich history, sacred rituals, and signature techniques. During the demonstration, you’ll see authentic sumo training, famous techniques (kimarite), and an intense one-round match (tachiai) between retired sumo wrestlers. For those who wish, there’s even a chance to step into the ring and challenge a sumo wrestler yourself (limited spots available).
Sumo is considered Japan’s national sport, and some even say its history is older than Japan itself.
It began as a Shinto ritual, inherited the spirit of Bushido, and still remains a vibrant part of Japanese culture today.
In this show, you’ll experience the power, tradition, and excitement of sumo up close.
We’ll guide you through its rich history, sacred rituals, and signature techniques.
During the demonstration, you’ll see authentic sumo training, famous techniques (kimarite), and an intense one-round match (tachiai) between retired sumo wrestlers.
For those who wish, there’s even a chance to step into the ring and challenge a sumo wrestler yourself (limited spots available).",,,"Other personal expenses
Transport
Meals and beverages",,"[{img_url=TRA_57807, img_alt=Osaka: Sumo Experience with Live Show & Audience Challenge(Ticket)}]","English-speaking guide
Authentic sumo demonstrations English-speaking MC Single bout sumo match Training routines Opportunity to face off against a sumo wrestler",,,Tickets & Attraction Passes,none,"Family, Friend, Couple, Solo","CULTURE, HISTORY, NATURE",
TRA_57808,Osaka Dotonbori Naniwa Sightseeing Boat,Osaka Dotonbori Naniwa Sightseeing Boat,,,Non-Refundable,Osaka,ACTIVITY_WITH_ONLY_TICKET,Japan,,"Experience the most iconic waterfront charm of Osaka. Dotonbori has been a bustling hub of theater and entertainment since the Edo period. Today, it still retains its vibrant neon signs, festive atmosphere, and enticing aromas of delicious food. By taking the Dotonbori River Cruise, you will see the most authentic side of Osaka from the river's perspective: you can admire many famous landmarks and also feel the daily life of the local residents. The vitality of the day and the lights of the night each present a different charm, quietly awaiting your arrival. Whether you are a first-time visitor to Osaka or someone looking to delve deeper into Japanese culture, this cruise will create unforgettable memories.
Experience the most iconic waterfront charm of Osaka.
Dotonbori has been a bustling hub of theater and entertainment since the Edo period. Today, it still retains its vibrant neon signs, festive atmosphere, and enticing aromas of delicious food.
By taking the Dotonbori River Cruise, you will see the most authentic side of Osaka from the river's perspective: you can admire many famous landmarks and also feel the daily life of the local residents.
The vitality of the day and the lights of the night each present a different charm, quietly awaiting your arrival.
Whether you are a first-time visitor to Osaka or someone looking to delve deeper into Japanese culture, this cruise will create unforgettable memories.",,,"Other personal expenses
Tips and gratuities",,"[{img_url=TRA_57808, img_alt=Osaka Dotonbori Naniwa Sightseeing Boat}]",Boat fare,,,Tickets & Attraction Passes,none,"Family, Friend, Couple, Solo","CITY, CULTURE",
TRA_57809,Nikko Toshogu Shrine & Kegon Waterfall One Day Tour from Tokyo(Depart from Shinjuku),Nikko Toshogu Shrine & Kegon Waterfall One Day Tour from Tokyo(Depart from Shinjuku),  Eligibility Group Size : 10-40 Participants,,D-1,Tokyo,ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"Tochigi Nikko is a charming town in Japan’s Tochigi Prefecture where you can experience authentic Japanese culture. Join this day tour and enjoy the best that the town has to offer. Greet by the Shinkyo Bridge, which marks the entrance of the sacred area. Visit the Toshogu Shrine, a beautiful Shinto shrine and memorial of Tokugawa Ieyasu who founded the Tokugawa shogunate. Then, admire the magnificent Kegon Falls which was formed when the Daiya River was rerouted by lava flows. Afterward, visit the Chuzenji Lake to gaze at the pristine waters and enjoy a stunning view of Mount Nantai.",,,"Meals and beverages
Other personal expenses",,"[{img_url=TRA_57809, img_alt=Nikko Toshogu Shrine & Kegon Waterfall One Day Tour from Tokyo(Depart from Shinjuku)}]","Admission to: Nikko Toshogu
Chinese / English / Cantonese-speaking guide
Audio guide
Round-trip transfers to and from the meet up location
Insurance provided by the operator",,,Tour & activities,shared,Friend,"CITY, CULTURE",
TRA_57810,Mt. Fuji & Hakone Private Day Tour with English-Speaking Driver,Mt. Fuji & Hakone Private Day Tour with English-Speaking Driver," IMPORTANT NOTICE: Mt. Fuji 5th Station (From July 4- September 10 2025) Access by private car will be restricted. Guests must take a shuttle bus from the base. Fees (pay on-site): Shuttle: ¥2,500/person (round trip)Parking: ¥1,000 Not included in the tour price. Please note that ports and airports is outside our pick up and drop off zone. We can only pick up at nearby train station",,D-1,Tokyo,ACTIVITY_WITH_PRIVATE_TRANSFER,Japan,,"Travel at your own pace and explore scenic and iconic locations near Mt. Fuji and Hakone with your expert, English-speaking driver -Pick and choose your itinerary to include only the spots you want to see! -Optional visit to Mt. Fuji 5th Station, where you’ll enjoy breathtaking panoramic views and crisp mountain air. -Explore the beauty of Yamanakako, one of the Fuji Five Lakes, and enjoy peaceful lakeside views of Mt. Fuji. Discover Owakudani’s steaming volcanic valley and try its famous black eggs. -Take an optional cruise or quick photo stop at Lake Ashi, visit the iconic red torii gate of Hakone Shrine, and optionally explore outdoor art at the Hakone Open-Air Museum. -End your day with shopping at Gotemba Premium Outlets, home to top international brands at discounted prices.
Travel at your own pace and explore scenic and iconic locations near Mt. Fuji and Hakone with your expert, English-speaking driver
-Pick and choose your itinerary to include only the spots you want to see!
-Optional visit to Mt. Fuji 5th Station, where you’ll enjoy breathtaking panoramic views and crisp mountain air.
-Explore the beauty of Yamanakako, one of the Fuji Five Lakes, and enjoy peaceful lakeside views of Mt. Fuji. Discover Owakudani’s steaming volcanic valley and try its famous black eggs.
-Take an optional cruise or quick photo stop at Lake Ashi, visit the iconic red torii gate of Hakone Shrine, and optionally explore outdoor art at the Hakone Open-Air Museum.
-End your day with shopping at Gotemba Premium Outlets, home to top international brands at discounted prices.",,,"Other personal expenses
Tips and gratuities",,"[{img_url=TRA_57810, img_alt=Mt. Fuji & Hakone Private Day Tour with English-Speaking Driver}]","Admission to: Fuji-Subaru Line 5th Station (Mt. Fuji 5th Station)
English-speaking professional driver/guide
Pick-up and drop-off from your hotel in Tokyo or Mt. Fuji area",,,Tour & activities,private,"Family, Friend, Couple, Solo","CULTURE, NIGHT_LIFE",
TRA_57811,Kyoto Traditional Japanese Tea Ceremony Culture & Matcha Tasting Experience(Women's Kimono),Kyoto Traditional Japanese Tea Ceremony Culture & Matcha Tasting Experience(Women's Kimono)," Eligibility For experience and safety considerations, children aged 0-9 are temporarily unable to participate in tea ceremony activities.",,D-2,Kyoto,ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"Opening Introduction: The tea ceremony master will introduce the history, cultural connotations, and basic etiquette of the Japanese tea ceremony, giving you a preliminary understanding of it. Tea Ceremony Demonstration: The master will perform a complete tea ceremony demonstration, showcasing a series of actions such as boiling water, warming bowls, preparing matcha powder, brewing tea, and stirring, allowing you to experience the ritualistic beauty of the tea ceremony. Hands-on Experience: Under the guidance of the master, you will personally experience the process of making tea, from grinding matcha powder to whisking up a delicate foam, every step is full of fun. Tea Tasting and Exchange: Taste the matcha you made yourself, paired with wagashi (Japanese sweets), and exchange tea tasting experiences with other participants, sharing your insights into tea culture. Important Notes: Pregnancy Restriction: Due to the constraints of kimono attire and the kneeling etiquette required for the tea ceremony, pregnant women cannot be provided with kimono dressing or tea ceremony experience services. Gentle Reminder: The matcha experience requires a quiet atmosphere and is not suitable for infants and young children. We appreciate your understanding.
Opening Introduction: The tea ceremony master will introduce the history, cultural connotations, and basic etiquette of the Japanese tea ceremony, giving you a preliminary understanding of it.
Tea Ceremony Demonstration: The master will perform a complete tea ceremony demonstration, showcasing a series of actions such as boiling water, warming bowls, preparing matcha powder, brewing tea, and stirring, allowing you to experience the ritualistic beauty of the tea ceremony.
Hands-on Experience: Under the guidance of the master, you will personally experience the process of making tea, from grinding matcha powder to whisking up a delicate foam, every step is full of fun.
Tea Tasting and Exchange: Taste the matcha you made yourself, paired with wagashi (Japanese sweets), and exchange tea tasting experiences with other participants, sharing your insights into tea culture.
Important Notes: Pregnancy Restriction: Due to the constraints of kimono attire and the kneeling etiquette required for the tea ceremony, pregnant women cannot be provided with kimono dressing or tea ceremony experience services.
Gentle Reminder: The matcha experience requires a quiet atmosphere and is not suitable for infants and young children. We appreciate your understanding.",,,"Other personal expenses
Tips and gratuities",,"[{img_url=TRA_57811, img_alt=Kyoto Traditional Japanese Tea Ceremony Culture & Matcha Tasting Experience(Women's Kimono)}]","Chinese-speaking staff
English-speaking staff
Japanese-speaking staff
Tea Ceremony Experience
Basic Kimono (including basic hairstyle)",,,Tour & activities,shared,Family,"CULTURE, HISTORY",
TRA_57812,Kyoto Traditional Japanese Tea Ceremony Culture & Matcha Tasting Experience(Men's Kimono),Kyoto Traditional Japanese Tea Ceremony Culture & Matcha Tasting Experience(Men's Kimono)," Eligibility For experience and safety considerations, children aged 0-9 are temporarily unable to participate in tea ceremony activities.",,D-2,Kyoto,ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"Opening Introduction: The tea ceremony master will introduce the history, cultural connotations, and basic etiquette of the Japanese tea ceremony, giving you a preliminary understanding of it. Tea Ceremony Demonstration: The master will perform a complete tea ceremony demonstration, showcasing a series of actions such as boiling water, warming bowls, preparing matcha powder, brewing tea, and stirring, allowing you to experience the ritualistic beauty of the tea ceremony. Hands-on Experience: Under the guidance of the master, you will personally experience the process of making tea, from grinding matcha powder to whisking up a delicate foam, every step is full of fun. Tea Tasting and Exchange: Taste the matcha you made yourself, paired with wagashi (Japanese sweets), and exchange tea tasting experiences with other participants, sharing your insights into tea culture. Important Notes: Pregnancy Restriction: Due to the constraints of kimono attire and the kneeling etiquette required for the tea ceremony, pregnant women cannot be provided with kimono dressing or tea ceremony experience services. Gentle Reminder: The matcha experience requires a quiet atmosphere and is not suitable for infants and young children. We appreciate your understanding.
Opening Introduction: The tea ceremony master will introduce the history, cultural connotations, and basic etiquette of the Japanese tea ceremony, giving you a preliminary understanding of it.
Tea Ceremony Demonstration: The master will perform a complete tea ceremony demonstration, showcasing a series of actions such as boiling water, warming bowls, preparing matcha powder, brewing tea, and stirring, allowing you to experience the ritualistic beauty of the tea ceremony.
Hands-on Experience: Under the guidance of the master, you will personally experience the process of making tea, from grinding matcha powder to whisking up a delicate foam, every step is full of fun.
Tea Tasting and Exchange: Taste the matcha you made yourself, paired with wagashi (Japanese sweets), and exchange tea tasting experiences with other participants, sharing your insights into tea culture.
Important Notes: Pregnancy Restriction: Due to the constraints of kimono attire and the kneeling etiquette required for the tea ceremony, pregnant women cannot be provided with kimono dressing or tea ceremony experience services.
Gentle Reminder: The matcha experience requires a quiet atmosphere and is not suitable for infants and young children. We appreciate your understanding.",,,"Other personal expenses
Tips and gratuities",,"[{img_url=TRA_57812, img_alt=Kyoto Traditional Japanese Tea Ceremony Culture & Matcha Tasting Experience(Men's Kimono)}]","Chinese-speaking staff
English-speaking staff
Japanese-speaking staff
Tea Ceremony Experience
Men's Kimono (including basic hairstyle)",,,Tour & activities,shared,Family,"CULTURE, HISTORY",
TRA_57813,Kyoto and Nara Day Tour(Regular- Meals Not Included),Kyoto and Nara Day Tour(Regular- Meals Not Included)," 
Eligibility
Free for children aged 0-3 as long as they will not occupy separate seats
Children aged 12+ will be charged the same rate as adults
Group size: 1-49 participant(s)",,D-1,Osaka,ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"The visit to Golden Pavilion is limited to tours without meals included. Embark on an enriching journey through Kyoto and Nara prefecture. Begin at VIP Villa Namba or Kyoto VIP Lounge. Marvel at the iconic vermilion torii gates as you stroll through Mount Inari's forest. The first stop is Arashiyama. In addition to enjoying the beautiful scenery of the four seasons, Arashiyama is also famous for its bamboo forest paths formed by towering green bamboos and the beautiful Togetsukyo Bridge. Then, visit Kinkakuji, once the shogun's villa, now a Zen temple. Nara Park awaits, home to over 1,200 deer and Tōdai-ji Temple, a breathtaking World Heritage site. Conclude your tour with a return bus journey to Kyoto or Osaka, cherishing the memories of Japan's cultural and natural wonders.",,,"Meals and beverages
Other personal expenses",,"[{img_url=TRA_57813, img_alt=Kyoto and Nara Day Tour(Regular- Meals Not Included)}]","1 Kinkakuji ticket(s)
Toll fees
Parking fees
Tax
English-speaking guide
Round-trip transfers to and from the meet up location",,,Tour & activities,shared,"Family, Friend","CULTURE, HISTORY, NATURE",
TRA_57814,Mt.Fuji & Hakone & Gotemba premium Outlets From Tokyo,Mt.Fuji & Hakone & Gotemba premium Outlets From Tokyo, Meeting Point: Shinjuku Center Building,,D-1,Tokyo,ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"This one day bus tour departs from Shinjuku and visits popular spots around Mount Fuji and Hakone. The trip begins at Shinjuku and first stops at the Mt. Fuji's 5th Station (2,300m) for stunning views . In winter, when the road is closed, the tour visits the Mt.Fuji 2th for snow sledding or explores Oshino Hakkai. Then you can shop a tGotemba Outlets, one of Japan's largest malls with about 210 brands, and receive a 5%to 15%percent discount coupon. The tour then continues to Owakudani in Hakone, a volcanic valley with rising steam. There you can ride the Hakone Ropeway and taste the famous black eggs boiled in hot spring steam. The final stop is Lake Ashi, formed by volcanic activity long ago, where you can enjoy calm scenery before returning to Shinjuku. The tour about eleven hours.",,,"Meals and beverages
Other personal expenses
Tips and gratuities
Admission to Pirate Ship",,"[{img_url=TRA_57814, img_alt=Mt.Fuji & Hakone & Gotemba premium Outlets From Tokyo}]","Admission to attractions
English / Chinese-speaking guide
Round-trip transfers to and from the meet up location
Insurance provided by the operator",,,Tour & activities,shared,"Family, Friend, Couple, Solo","CULTURE, RELAXATION, LUXURY",
TRA_57815,World Heritage Shirakawa-go and Kanazawa Day Tour,World Heritage Shirakawa-go and Kanazawa Day Tour,,,D-1,Kanazawa,ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"Explore the world famous UNESCO village on our full-day Shirakawago & Kanazawa tour from Kanazawa station! Admire the picturesque landscapes in Shirakawa-go in the morning, then return to Kanazawa to visit must-see attractions like Kenrokuen Garden and Higashi Chaya District. In Kanazawa, you will make Japanese sweets with a professional craftsman and enjoy the traditional craft of gold leaf experience. Stroll through the geisha district while savoring luxurious soft serve ice cream adorned with gold leaf. Enjoy unique experiences on this one-day tour that you wouldn’t have on your own.
Explore the world famous UNESCO village on our full-day Shirakawago & Kanazawa tour from Kanazawa station!
Admire the picturesque landscapes in Shirakawa-go in the morning, then return to Kanazawa to visit must-see attractions like Kenrokuen Garden and Higashi Chaya District.
In Kanazawa, you will make Japanese sweets with a professional craftsman and enjoy the traditional craft of gold leaf experience.
Stroll through the geisha district while savoring luxurious soft serve ice cream adorned with gold leaf.
Enjoy unique experiences on this one-day tour that you wouldn’t have on your own.",,,"Meals and beverages
Other personal expenses
Tips and gratuities
Admission to Pirate Ship",,"[{img_url=TRA_57815, img_alt=World Heritage Shirakawa-go and Kanazawa Day Tour}]","Japanese, English-speaking guide
Audio guide in multiple languages
Round-trip transfers
Admission for Kenrokuen Garden
Japanese sweets making experience or painting of Daruma dolls
Gold leaf experience",,,Tour & activities,shared,Friend,"CULTURE, HISTORY, NATURE",
TRA_57816,Tokyo Subway Ticket(48 hours · None · Physical Ticket),Tokyo Subway Ticket(48 hours · None · Physical Ticket),,,Non-Refundable,Tokyo,ACTIVITY_WITH_SHARED_TRANSFER,Japan,,"The Tokyo Subway Ticket offers unbeatable convenience for exploring Tokyo. Enjoy unlimited travel across Tokyo Metro and Toei Subway lines, including the Ginza Line and Yurakucho Line. Whether you're visiting famous districts like Shibuya or Shinjuku, you'll have unlimited rides on the Tokyo subway. The Tokyo Subway Ticket provides a hassle-free experience as you breeze through the ticket gates without having to worry about your remaining balance, you only have to keep in mind the hours it's valid for which will be printed on the back of your pass.",,,"JR Lines (including Yamanote line)
Other private railways",,"[{img_url=TRA_57816, img_alt=Tokyo Subway Ticket(48 hours · None · Physical Ticket)}]","48-hour travel card
Unlimited access to Tokyo Metro Lines and Toei subway lines",,,Tour & activities,shared,"Family, Friend, Couple, Solo",LUXURY,
